,gameId,Win,TotalGoldDiff,AvgLevelDiff,TotalAssistDiff,Kill,Death,TotalMinionDiff,TotalJungleMinionDiff,FirstTower,TowerKillDiff,HeraldDiff,FirstDragon,TotalWardsKillDiff
61,4231151563,0,-10237,-0.8000000000000007,-11,25,35,-62,-101,-1,-10,-1,-1,5
62,4230942397,0,-12155,-2.200000000000001,-38,14,29,-51,-71,1,-7,-1,1,-6
63,4229975726,1,19943,2.5999999999999996,59,46,10,2,94,1,8,1,1,5
64,4229542906,1,10744,1.3999999999999986,14,28,11,27,12,1,8,1,1,10
65,4227225657,1,13712,1.1999999999999993,44,32,13,-18,20,1,10,0,1,13
66,4226252789,1,7270,0.6000000000000014,14,15,6,71,-5,-1,2,0,1,5
67,4225290711,0,-7313,-1.4000000000000004,-19,5,15,-43,-8,-1,-2,0,-1,-1
68,4225069903,1,18208,2.6000000000000014,23,32,7,16,94,1,10,1,1,4
69,4225054326,1,4044,0.3999999999999986,34,30,13,4,-49,-1,3,-1,1,18
70,4224937366,1,11938,2.0,11,29,16,97,64,1,6,1,1,7
71,4224891658,0,-6041,-1.4000000000000004,-22,5,15,-113,30,-1,-1,0,1,2
72,4223061077,0,-5311,-1.200000000000001,-33,32,37,60,22,1,-3,-1,1,8
73,4222966815,1,9099,1.0,32,28,9,5,26,1,3,0,1,-8
74,4222847666,0,-8739,-1.0,-32,9,23,-26,-4,-1,-5,0,-1,-4
75,4222810614,1,12304,2.1999999999999993,42,41,15,12,10,1,10,0,-1,18
76,4222763533,1,10080,1.5999999999999996,29,25,7,10,7,-1,5,0,1,8
77,4218237494,1,8656,2.0,17,32,21,14,26,1,2,1,-1,-11
78,4216753503,1,16377,2.1999999999999993,24,25,10,82,69,1,4,1,-1,-4
79,4216069997,1,10198,1.5999999999999996,15,16,4,33,62,1,3,0,1,-7
80,4216061140,0,-12434,-1.8000000000000007,-36,15,36,1,-34,-1,-5,-1,-1,-3
81,4215759559,0,-7180,-1.3999999999999986,-21,11,24,0,-7,-1,-4,0,-1,6
82,4215363858,1,11126,2.0,56,36,13,46,40,-1,3,0,1,4
83,4214734117,0,-7323,-1.4000000000000004,-20,7,15,-73,-24,-1,-5,0,-1,-7
84,4214665912,0,-5334,-0.5999999999999996,8,32,32,-147,-91,-1,-1,1,-1,2
85,4213865508,1,13170,1.8000000000000007,11,31,15,-27,130,1,8,1,1,0
86,4213441509,0,-10047,-1.8000000000000007,-34,18,34,-1,-84,1,-7,0,-1,3
87,4212778061,1,7690,0.5999999999999996,24,13,2,43,32,1,2,0,1,9
88,4212617083,1,6610,1.0,-4,27,28,87,14,1,6,1,-1,-3
89,4210427204,1,11984,2.5999999999999996,44,36,9,-1,39,-1,8,1,1,-4
90,4209372132,1,8696,1.3999999999999986,2,27,19,37,48,1,6,1,-1,4
91,4209234345,0,-6450,-1.5999999999999996,-11,15,22,-21,5,1,-4,-1,1,4
92,4208646221,0,-4489,-1.0,-15,9,16,-48,-15,1,-1,0,-1,-2
93,4208294656,0,-7496,-1.4000000000000004,-20,15,25,-107,11,1,-6,-1,-1,-11
94,4208183709,1,2516,-0.5999999999999979,-31,34,29,5,31,-1,9,1,1,8
95,4208093718,1,11644,1.200000000000001,29,26,11,83,40,1,5,0,-1,1
96,4207670053,0,-6340,-2.0,-33,10,26,-9,-13,1,0,-1,1,-8
97,4255761502,0,-8690,-1.200000000000001,-6,13,27,-126,-2,-1,-3,0,-1,0
98,4255379515,1,15112,1.4000000000000004,45,39,13,-1,79,1,7,0,1,10
99,4251918236,1,7327,1.0,8,18,5,18,-19,1,3,0,1,-1
100,4247346627,1,4635,0.5999999999999996,8,24,17,-49,26,1,3,0,1,10
101,4247333254,1,6744,1.1999999999999993,44,27,12,-45,21,-1,2,0,-1,-9
102,4247328744,1,8175,1.4000000000000004,18,25,9,139,7,-1,4,0,-1,5
103,4247161499,1,7306,0.8000000000000007,70,39,14,-77,62,1,5,-1,1,20
104,4239025985,1,7789,1.200000000000001,16,26,23,24,35,-1,5,1,1,11
105,4238878723,1,5350,0.8000000000000007,13,24,12,28,-9,-1,1,0,1,-2
106,4236315023,0,-6383,-1.1999999999999993,-30,12,26,-3,-37,1,-3,0,-1,-2
107,4235949878,1,7590,0.7999999999999989,20,21,7,38,-36,-1,4,0,1,5
108,4235878601,1,6920,0.3999999999999986,28,22,7,-51,-9,1,5,0,1,4
109,4232200699,1,19241,2.0,16,38,14,133,53,1,7,1,-1,10
110,4231598145,1,8118,0.5999999999999996,25,35,20,-3,57,1,2,1,1,-9
111,4230208526,0,-9164,-1.0,-34,29,45,15,-22,-1,-10,-1,1,-6
112,4228279942,1,12120,1.1999999999999993,7,48,33,-29,138,1,6,1,1,12
113,4227969696,1,13123,1.0,29,38,18,50,21,1,9,0,1,-2
114,4227530167,0,-9584,-1.4000000000000004,-16,6,24,-78,-18,-1,-2,0,-1,-6
115,4227265183,0,-6317,-2.200000000000001,-40,16,32,56,-76,1,0,-1,-1,2
116,4218466693,1,10891,1.0,9,34,18,62,9,1,9,0,1,-3
117,4218420630,1,9955,1.4000000000000004,28,24,12,-7,42,1,4,0,-1,-3
118,4218331896,1,7684,0.8000000000000007,29,28,12,-6,28,1,4,0,1,-3
119,4218098744,1,7468,1.1999999999999993,27,35,17,30,-19,1,5,1,-1,-4
120,4215861925,0,-4879,-1.0,-34,36,39,2,70,-1,-3,-1,1,-6
121,4213470313,1,15924,1.5999999999999996,26,39,21,127,29,1,9,1,-1,6
122,4213391908,1,13115,2.0,21,21,4,80,36,1,4,0,1,-3
123,4213255019,0,-12530,-3.000000000000001,-15,1,10,-161,-11,-1,-7,0,1,2
124,4211557534,0,-9121,-1.8000000000000007,-48,7,24,39,-2,-1,-5,-1,-1,-2
125,4232573394,1,11494,1.4000000000000004,27,34,24,45,44,-1,5,1,1,5
126,4222955290,1,8521,1.799999999999999,34,23,10,-1,-18,-1,6,1,-1,-2
127,4217472738,1,11685,1.5999999999999996,23,22,3,14,39,1,4,0,1,2
128,4211414401,1,14313,1.6000000000000014,30,32,13,66,137,1,10,0,1,-1
129,4211326214,0,-2646,-1.0,-11,19,24,3,5,-1,-1,0,1,7
130,4210725194,1,6848,0.3999999999999986,12,23,10,0,42,1,8,-1,-1,-14
131,4210607036,0,-6078,-1.200000000000001,-10,14,29,27,-16,1,-3,0,-1,1
132,4210544654,1,10945,1.0,16,14,3,56,30,1,6,0,-1,-4
133,4206140902,1,5272,1.200000000000001,9,32,21,-33,25,1,1,0,-1,-3
134,4205783924,1,7958,1.5999999999999996,30,24,8,22,-8,1,2,0,1,4
135,4204328322,0,-5407,-0.40000000000000036,-11,13,20,-45,-11,-1,-4,0,1,-12
136,4198462558,1,14780,2.5999999999999996,50,36,15,30,66,-1,6,1,-1,-11
137,4198395009,1,8280,1.3999999999999986,23,19,5,-19,36,1,3,0,1,-12
138,4198306605,0,-13177,-1.5999999999999996,-32,21,32,-47,-70,-1,-9,-1,1,0
139,4198248878,0,-4371,-1.1999999999999993,-19,15,25,49,-52,1,-2,0,-1,4
140,4197308418,0,-5706,-1.4000000000000004,-39,21,30,61,29,1,-7,-1,1,7
141,4195372238,1,8645,1.4000000000000004,1,24,16,59,18,1,3,0,-1,-1
142,4195138604,1,15933,2.4000000000000004,38,34,12,50,43,-1,10,1,-1,4
143,4192887757,1,4469,1.0,-4,14,18,27,22,1,5,1,-1,4
144,4192842152,1,8626,0.7999999999999989,31,33,26,6,11,1,6,1,1,0
145,4190860735,0,-9518,-1.4000000000000004,-23,21,31,-93,-31,1,-8,-1,-1,-1
146,4190575102,0,-9120,-1.0,-23,23,40,8,-51,1,-8,-1,-1,-6
147,4188544300,0,-6662,-1.4000000000000004,-18,10,18,-47,-8,-1,-3,-1,-1,-19
148,4188343925,1,7983,1.0,22,27,19,-8,3,1,8,1,1,6
149,4187989751,1,5675,0.7999999999999989,11,10,4,40,4,1,4,0,1,9
150,4186343383,0,-9790,-2.0,-12,29,36,-49,-108,-1,-4,-1,1,-6
151,4185731652,0,-5396,-0.5999999999999996,-30,20,35,108,-3,-1,-2,-1,-1,1
152,4183755992,1,11513,1.4000000000000004,28,28,16,-72,36,1,1,0,1,3
153,4183652925,1,9201,1.0,11,18,11,37,45,1,6,0,1,7
154,4182229765,1,13400,1.4000000000000004,7,25,10,141,49,1,7,0,-1,13
155,4179312302,1,9199,1.4000000000000004,25,27,11,64,27,1,2,0,1,2
156,4174736476,0,-6805,-1.799999999999999,-61,23,42,124,23,1,-3,-1,1,4
157,4174637416,0,-8309,-1.5999999999999996,-32,14,30,-22,32,1,-6,-1,-1,-13
158,4174437979,1,-524,0.40000000000000036,19,31,28,-69,-78,1,2,-1,1,1
159,4174345259,0,-6974,-2.0,-7,23,29,-7,-84,1,-6,-1,-1,3
160,4239403192,1,7983,1.4000000000000004,16,28,12,22,17,1,3,0,1,5
161,4212455766,0,-5572,-1.4000000000000004,-20,16,25,-22,25,1,-5,-1,1,0
162,4211649508,0,-10746,-2.1999999999999993,-59,13,32,14,-44,1,-1,-1,-1,-13
163,4205747984,0,-4250,-1.0,-27,21,29,-52,39,1,-3,0,1,-2
164,4200248765,0,-4547,0.20000000000000284,9,41,38,-64,-16,-1,-7,-1,1,13
165,4198440135,0,-5232,-1.200000000000001,-8,8,17,-7,-19,-1,-3,0,1,-6
166,4195454579,0,-10365,-2.0,-6,3,14,-101,-40,-1,-3,0,-1,-5
167,4190818578,1,11168,1.0,41,37,14,-10,30,1,10,0,1,3
168,4190644125,1,9668,0.8000000000000007,30,26,12,63,40,1,7,0,1,13
169,4174684881,1,9882,1.200000000000001,31,24,8,17,23,1,5,0,1,-1
170,4174586058,0,-15084,-2.1999999999999993,-41,24,46,-1,-102,1,-7,-1,-1,0
171,4159458138,1,10062,0.0,17,30,16,11,63,1,11,0,1,2
172,4159327884,1,17784,1.8000000000000007,44,28,4,77,44,1,10,0,1,7
173,4152433543,1,10538,1.5999999999999996,21,19,9,16,64,1,6,1,1,3
174,4148690219,1,13575,2.0,17,25,10,76,63,1,9,1,1,10
175,4148543835,1,3261,-0.20000000000000284,14,41,27,118,-13,1,1,-1,1,19
176,4148204586,0,-7727,-0.8000000000000007,-24,11,21,4,-3,-1,-3,0,1,2
177,4147858680,1,5009,0.40000000000000036,21,25,12,12,-11,1,1,0,1,5
178,4146348856,1,5675,1.0,1,18,15,47,7,1,2,1,1,2
179,4146317969,1,6286,1.0,7,30,29,59,2,-1,5,1,-1,10
180,4146147460,1,13966,2.0,22,23,10,55,64,1,10,1,1,23
181,4144372178,1,12063,1.799999999999999,18,17,4,73,14,1,6,0,-1,-4
182,4144305642,1,6976,1.4000000000000004,34,25,10,1,-1,-1,2,0,1,11
183,4140193348,0,-11188,-1.799999999999999,-14,3,18,-82,13,-1,-3,0,1,-1
184,4139926966,0,-2550,-1.1999999999999993,-22,19,19,22,-75,1,-3,-1,-1,-18
185,4139738577,1,11598,1.6000000000000014,12,27,14,54,66,1,8,1,1,-6
186,4119987801,1,9808,1.3999999999999986,37,34,17,34,-2,1,5,1,1,5
187,4119100142,0,636,-0.6000000000000014,-3,40,35,-48,79,1,-1,1,1,9
188,4255616358,0,2378,0.20000000000000107,-13,42,43,-21,42,-1,0,1,1,-5
189,4252775171,0,-2859,-1.0,-14,9,16,11,-5,-1,-1,0,-1,-2
190,4252594828,1,168,1.2000000000000028,33,32,34,35,1,-1,0,1,1,3
191,4252462986,0,-4211,-1.1999999999999993,-13,19,27,44,26,1,-6,-1,-1,-2
192,4249430311,0,-7491,-1.0,-13,8,19,-8,-4,-1,-5,0,-1,-5
193,4248002331,1,8134,0.8000000000000007,8,12,3,58,-3,1,3,0,-1,4
194,4247441346,1,5274,0.0,11,30,21,14,0,1,3,-1,-1,19
195,4247382346,1,6939,1.4000000000000004,29,26,18,-4,38,-1,6,0,1,3
196,4247236629,1,13047,1.5999999999999996,34,29,12,39,90,1,8,0,1,7
197,4246939711,1,9194,1.0,19,34,22,-1,39,-1,9,0,1,19
198,4244145140,0,-6414,-1.1999999999999993,-31,2,16,44,26,1,-3,-1,-1,-5
199,4241977641,1,11582,2.0,42,40,19,-3,33,1,6,1,1,6
200,4241914551,1,10881,1.1999999999999993,2,15,14,137,62,1,7,1,1,12
201,4241761245,1,10704,1.1999999999999993,22,28,17,1,59,1,5,1,1,9
202,4239105794,0,-10782,-1.0,-14,31,47,74,-111,-1,-10,-1,-1,-11
203,4239019541,0,-9688,-1.5999999999999996,-16,7,24,-50,-10,-1,-3,0,1,4
204,4238961869,0,-192,-1.200000000000001,-34,33,36,64,42,1,4,-1,-1,25
205,4238798613,1,11046,1.4000000000000004,17,23,8,143,22,1,4,0,1,6
206,4236425113,1,3376,0.8000000000000007,25,27,28,-55,9,-1,3,1,1,-7
207,4233105414,1,14601,1.5999999999999996,34,44,17,-21,122,1,8,1,-1,-4
208,4228637106,1,14500,2.0,20,25,8,97,46,1,4,0,1,2
209,4227166964,0,-7372,-1.0,-14,8,20,-54,-28,-1,-1,0,-1,0
210,4225149541,0,-12249,-1.5999999999999996,-30,12,26,-112,-67,-1,-10,0,-1,-1
211,4225171127,0,-1974,-0.6000000000000014,-19,23,30,-9,32,1,-5,1,-1,20
212,4213849892,1,12571,1.5999999999999996,25,32,19,-21,68,1,8,1,1,2
213,4213821352,1,6010,1.4000000000000004,11,31,28,-48,1,1,2,1,1,11
214,4213413380,0,-7026,-1.8000000000000007,-18,5,21,-8,-23,-1,-1,0,1,-4
215,4209005606,1,9914,1.1999999999999993,21,22,8,22,3,1,3,0,-1,4
216,4207026677,1,6667,1.0,8,26,12,103,-15,-1,3,0,1,17
217,4183495921,1,10370,1.0,37,37,19,-15,6,1,6,-1,1,5
218,4183226653,1,10536,1.3999999999999986,15,26,19,108,-37,1,4,1,-1,9
219,4179177215,1,13739,1.799999999999999,40,26,11,-14,83,1,7,1,-1,8
220,4179035600,1,6593,1.0,25,23,11,16,15,-1,4,0,-1,9
221,4176919644,1,9719,1.0,40,37,19,-12,29,1,9,0,-1,-2
222,4237423337,1,10656,1.6000000000000014,8,22,6,152,11,1,4,0,1,-1
223,4232956091,0,-5569,-0.40000000000000036,-21,26,36,-38,-4,1,-6,1,-1,-6
224,4231100346,0,-8446,-1.4000000000000004,-17,6,20,-66,-13,-1,-2,0,-1,11
225,4225161427,0,-3446,-1.0,-3,17,22,-59,63,-1,-1,-1,1,0
226,4216849791,0,-5656,-1.1999999999999993,-25,18,30,101,-72,1,-2,-1,-1,-8
227,4215431777,0,-8150,-1.5999999999999996,-17,10,22,-109,1,1,-3,-1,-1,-2
228,4215316652,1,11529,1.8000000000000007,29,20,9,77,54,1,3,0,1,5
229,4214412694,1,9318,1.0,16,24,12,50,31,1,4,0,-1,5
230,4213119323,1,6894,1.0,41,36,18,-45,7,-1,5,0,1,-8
231,4212844247,1,10309,1.6000000000000014,20,36,20,-18,31,1,7,1,-1,19
232,4212703586,0,-4550,-1.0,-10,20,27,9,-34,-1,-3,1,1,-13
233,4212005814,1,8715,1.200000000000001,11,21,13,47,60,1,6,0,1,18
234,4208791424,1,10036,1.4000000000000004,15,19,9,105,40,1,3,0,1,13
235,4208538182,0,3234,0.5999999999999996,3,23,19,6,25,1,-3,1,-1,22
236,4206830119,1,8934,1.8000000000000007,36,26,11,27,25,-1,0,1,-1,20
237,4206654511,1,6257,1.0,28,40,26,-7,-53,1,4,-1,-1,14
238,4249668713,1,14454,2.0,26,26,3,20,55,1,5,0,1,7
239,4249613706,1,11277,1.799999999999999,35,25,4,46,5,1,2,0,-1,2
240,4246749053,1,12964,1.1999999999999993,28,24,5,33,23,1,9,0,-1,-4
241,4244368275,0,-10428,-1.0,-10,19,28,7,-126,-1,-3,0,-1,-8
242,4243174717,1,4928,0.3999999999999986,27,31,18,-40,-42,-1,3,-1,-1,-2
243,4241981057,0,-6246,-1.200000000000001,-45,16,33,-33,39,1,-5,1,-1,-3
244,4236782505,1,18428,2.5999999999999996,35,31,7,124,44,1,9,0,1,7
245,4234053890,1,12566,1.4000000000000004,53,38,15,33,37,1,6,0,1,0
246,4230334499,1,9917,1.8000000000000007,30,27,15,-34,49,1,7,1,1,-4
247,4225747628,0,-9017,-2.0000000000000018,-31,22,29,-55,65,1,0,-1,1,-20
248,4221036135,1,2611,0.8000000000000007,23,32,32,-12,74,-1,-1,-1,1,-11
249,4221002501,1,6334,2.0,47,28,12,-58,25,-1,-1,1,1,8
250,4218372722,1,12915,1.200000000000001,12,27,15,-31,93,1,10,1,-1,5
251,4214936649,1,11787,1.4000000000000004,33,37,10,39,27,1,3,0,1,1
252,4208290383,0,-8489,-1.5999999999999979,-26,16,26,-17,14,1,-7,-1,-1,17
253,4207375263,1,17318,2.6000000000000014,35,41,8,36,43,1,9,1,1,1
254,4207022923,1,10445,1.799999999999999,38,43,22,0,-29,1,5,1,-1,5
255,4206855391,0,-9267,-0.9999999999999982,-10,21,39,45,-90,-1,-8,-1,-1,3
256,4202556832,1,16607,1.5999999999999996,56,28,5,32,52,1,8,0,1,-1
257,4202480304,1,6899,1.0,13,27,15,27,19,1,3,0,1,-2
258,4202197510,0,-13198,-2.4000000000000004,-37,10,27,-41,-62,1,-6,-1,-1,-17
259,4201322308,0,-6932,-0.6000000000000014,-12,35,32,17,-48,-1,-3,-1,-1,-13
260,4195801376,1,8947,1.8000000000000007,21,15,4,68,14,1,2,0,-1,7
261,4193724086,1,8597,1.5999999999999996,23,18,4,26,-11,1,3,0,-1,7
262,4191808901,1,11320,0.7999999999999989,9,19,4,37,82,1,7,0,-1,0
263,4191463284,1,10709,1.1999999999999993,28,23,6,65,19,1,3,0,-1,11
264,4234152893,1,8453,0.8000000000000007,17,26,14,12,47,1,8,0,1,-2
265,4230293422,0,-8852,-1.0,-19,4,18,-5,8,-1,-3,0,-1,7
266,4228918323,0,-8486,-0.8000000000000007,-11,25,32,-82,-105,-1,-8,1,-1,-1
267,4225092910,0,-7789,-1.8000000000000007,-27,14,29,2,-28,-1,1,-1,1,-9
268,4224735805,1,5551,0.8000000000000007,8,15,8,-55,57,1,3,0,1,11
269,4224365577,0,-6783,-0.5999999999999996,-16,8,19,-60,-22,-1,-3,0,1,-2
270,4222366466,0,-12702,-2.0,-29,22,39,-46,-70,-1,-8,-1,-1,1
271,4222147996,0,-3873,-1.0,-12,9,16,24,-30,-1,-1,0,-1,-2
272,4221787789,1,3506,1.3999999999999986,6,25,28,27,12,-1,3,1,-1,-2
273,4220993792,1,2573,0.8000000000000007,22,36,34,-55,-67,1,2,-1,-1,6
274,4217514739,0,-6709,-1.5999999999999979,-8,18,18,-58,-12,1,-4,-1,1,-17
275,4214722078,1,10199,1.3999999999999986,27,28,21,56,22,1,6,1,-1,-1
276,4212910050,0,-7663,-1.1999999999999993,-18,17,24,18,-49,-1,-3,-1,-1,6
277,4211456836,0,-5867,-0.1999999999999993,-8,14,23,-51,-39,1,-8,1,-1,-3
278,4211388539,1,8618,0.8000000000000007,13,17,11,46,52,1,4,0,1,-2
279,4208361338,0,-12270,-1.4000000000000004,-50,13,28,-24,-26,-1,-5,-1,-1,-2
280,4198723238,1,8480,1.4000000000000004,5,27,16,46,25,1,5,1,-1,12
281,4198258982,1,17720,2.3999999999999986,33,36,12,24,80,1,10,1,1,13
282,4198251409,1,13851,2.0,15,18,8,167,8,1,8,0,-1,3
283,4197477196,1,7697,2.0,27,29,23,-8,67,-1,4,1,1,11
284,4197438082,1,7340,1.1999999999999993,39,29,22,70,-23,1,4,1,1,5
285,4197298850,1,7409,0.7999999999999989,26,32,23,98,18,1,4,0,1,11
286,4196944785,1,10497,1.5999999999999996,20,16,2,63,6,1,3,0,1,4
287,4196806348,1,12332,1.8000000000000007,29,26,8,9,37,1,7,0,1,7
288,4196794410,0,-6644,-1.6000000000000014,-28,24,31,24,28,1,-4,-1,1,13
289,4195948356,1,10565,1.8000000000000007,48,33,16,54,30,-1,6,0,1,3
290,4195302594,1,14648,2.4000000000000004,45,41,18,-24,56,1,4,0,1,0
291,4195231762,1,6783,1.0,15,42,24,-62,0,1,5,-1,-1,4
292,4193180728,1,12871,1.5999999999999996,32,41,20,56,57,1,6,0,-1,-2
293,4193142612,1,15877,2.0,37,37,15,73,65,1,10,1,-1,6
294,4193093943,1,7792,0.7999999999999989,0,24,13,7,10,1,8,0,1,8
295,4192873593,1,15296,2.1999999999999993,22,32,18,37,160,1,10,1,-1,6
296,4192750464,0,-9440,-1.1999999999999993,13,26,29,-80,-108,-1,-7,-1,-1,-20
297,4192172948,1,8435,1.3999999999999986,18,29,20,-56,15,-1,-1,1,-1,-6
298,4192009784,1,-4723,-1.1999999999999993,-1,31,42,72,-1,1,1,-1,1,-12
299,4191584905,1,12488,1.1999999999999993,33,29,8,19,-4,-1,4,0,-1,-7
300,4239331479,1,9763,1.0,12,23,11,64,-9,-1,6,0,-1,-2
301,4229419728,1,12442,1.5999999999999979,43,32,14,-24,-18,1,7,1,-1,-4
302,4193084913,0,-8286,-1.6000000000000014,-31,17,37,11,15,-1,-3,-1,-1,-4
303,4190321487,1,7813,1.0,33,23,13,-32,7,1,4,1,1,-4
304,4190016828,0,-7918,-1.6000000000000014,-48,10,28,22,-13,1,-5,1,-1,-4
305,4189599672,1,15350,1.4000000000000004,27,35,9,38,46,1,9,0,1,4
306,4188379730,1,12489,1.4000000000000004,0,40,31,111,60,1,10,1,-1,5
307,4186383416,0,-12732,-1.5999999999999996,-37,19,41,7,-6,-1,-9,-1,-1,-7
308,4186257422,0,-9177,-1.5999999999999996,-23,10,25,19,-23,-1,-6,0,-1,-11
309,4186159269,1,12800,1.0,18,27,18,81,47,1,11,1,-1,11
310,4183831545,1,16922,1.5999999999999996,32,39,17,7,88,1,11,0,1,-18
311,4181571404,1,5136,0.9999999999999982,19,30,26,-22,-9,-1,6,1,-1,1
312,4181156732,0,-7950,-0.7999999999999989,-20,15,23,74,-52,-1,-10,0,-1,-5
313,4174679615,0,-1064,-0.8000000000000007,9,21,21,66,7,1,-4,-1,1,9
314,4174639568,1,9123,1.200000000000001,23,31,21,31,-10,1,6,1,1,4
315,4171901934,0,-7546,-1.1999999999999993,-18,19,25,-6,-51,1,-4,-1,-1,2
316,4171724825,1,13693,1.799999999999999,34,24,7,45,27,1,8,1,-1,3
317,4170900747,1,10242,1.4000000000000004,14,35,23,42,68,1,8,1,-1,7
